Pagina,Patron_Censura,Texto_Detectado,Contexto_60chars,Personas_en_Pagina
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - sJ;t . - _ A k s io1 _,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - sJ;t . - _ A k s io1 _ 1:tLL, - t",
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - sJ;t . - _ A k s io1 _ 1:tLL, - t: I cf .,L",
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - sJ;t . - _ A k s io1 _ 1:tLL, - t: I cf .,L 3 ,-VA,U _",
1754,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 2305 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2 , Address Telephone S",Jeffrey Epstein; Ghislaine Maxwell
1754,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ic Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2 , Address Telephone Sheet # 358 El",Jeffrey Epstein; Ghislaine Maxwell
1754,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2 , Address Telephone Sheet # 358 El Brillo Way,",Jeffrey Epstein; Ghislaine Maxwell
1754,\b[jJ]ane\s+[dD]oe\b,Jane Doe,": 16-268 63 POGJEFOUJBM Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2 , Address Telephone Sheet # 358 El Brillo Way, Palm Beach",Jeffrey Epstein; Ghislaine Maxwell
1755,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2306 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Palm Beach Contractors General Plum,
1755,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ublic Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Palm Beach Contractors General Plumbing Custom,
1755,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ds Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Palm Beach Contractors General Plumbing Customer Service,
1756,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2307 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Cable Adelphia cable Cable TV Bottl,
1756,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ublic Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Cable Adelphia cable Cable TV Bottled Water. B,
1756,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ds Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Cable Adelphia cable Cable TV Bottled Water. Bishop water,
1757,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2308 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 --- . t. :JfTEL lf _ J -::::---- Ovit f 1 5z_,
1757,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ublic Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 --- . t. :JfTEL lf _ J -::::---- Ovit f 1 5z_ f 2-: - irf,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2309 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ublic Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ds Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 Jane Doe 2,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,UJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2 -d. - li 1,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2 -d. - li 1:1s-rwi Ad.,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2 -d. - li 1:1s-rwi Ad..-c..._ - fl I,
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2 -d. - li 1:1s-rwi Ad..-c..._ - fl I, 5, ST PO",
1758,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 Jane Doe 2 Jane Doe 2 -d. - li 1:1s-rwi Ad..-c..._ - fl I, 5, ST PO C-0.A - C,",
1761,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Mr. Edwards has knowledge concerning Plaintiff,Jeffrey Epstein; Bill Clinton
1761,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Mr. Edwards has knowledge concerning Plaintiffs false sta,Jeffrey Epstein; Bill Clinton
1763,\bredacted\b,redacted,"n her first Deposition June 20, 2016 Sealed Order, filed in redacted version at D.E. 264-1. Yet, during her second deposition, D",Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre
1817,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 IX. The Motion to Exceed the Ten Deposition Limit is Gran,
1820,\bredacted\b,redacted,"ice by providing all future motion papers in their full non-redacted form, complete with related declarations and exhibits, in a",
1820,\bredacted\b,redacted,"t be provided by attachment of a single PDF in its full non redacted form, including all related declarations and exhibits irres",
1820,\bredacted\b,redacted,The parties are further directed to jointly file a proposed redacted version of this Opinion or notify the Court that none are n,
1875,\b[jJ]ane\s+[dD]oe\b,Jane Doe,A. In Palm Beach. 24 Q. At Jeffrey Epsteins home 25 A. Yes. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - - MAGNA9 LEGAL SERVICE,Jeffrey Epstein; Ghislaine Maxwell
1875,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Beach. 24 Q. At Jeffrey Epsteins home 25 A. Yes. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - - MAGNA9 LEGAL SERVICES Case 1:15,Jeffrey Epstein; Ghislaine Maxwell
1875,\b[jJ]ane\s+[dD]oe\b,Jane Doe,. At Jeffrey Epsteins home 25 A. Yes. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - - MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-L,Jeffrey Epstein; Ghislaine Maxwell
1875,\b[jJ]ane\s+[dD]oe\b,Jane Doe,y Epsteins home 25 A. Yes. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - - MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document,Jeffrey Epstein; Ghislaine Maxwell
1876,\b[jJ]ane\s+[dD]oe\b,Jane Doe,rgin 24 Islands. 25 Do you recall doing any activities with Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132,
1893,"X{3,}",XXXX,", FLORIDA CIVIL DIVISION Plaintiff, CASE No. 502008CA028051XXXXMB AB JEFFREY EPSTEIN , Defendant. DEPOSITION OF LOUELLA RAB",Jeffrey Epstein
1909,"X{3,}",XXXX,"N AND FOR PALM BEACH COUNTY, FLORIDA CASE NO. 502008CA028058XXXXi1.B AD E.W., Plaintiff, VS VOLUMEIOFIU JEFFREY EPSTEIN, Def",Jeffrey Epstein
1909,"X{3,}",XXXX,"N AND FOR PALM BEACH COUNTY, FLORIDA CASE NO. 502008CA028051XXXXMB AB L.M., Plaintiff, -vs- VOLUME I OF JU JEFFREY EPSTEIN,",Jeffrey Epstein
1909,"X{3,}",XXXX,"IN AND FOR PALM BEACH COUNTY, FLORIDA CASE No.502008CA037319XXXXMB AB B.B. Plaintiff, VS VOLUME I OF UI JEFFREY EPSTEIN AND",Jeffrey Epstein
1919,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 1 2 3 4 5 6 7,Jeffrey Epstein; Ghislaine Maxwell; Leslie Wexner
1919,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 1 2 3 4 5 6 7 8 9 10 11,Jeffrey Epstein; Ghislaine Maxwell; Leslie Wexner
1919,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,Jeffrey Epstein; Ghislaine Maxwell; Leslie Wexner
1919,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 1,Jeffrey Epstein; Ghislaine Maxwell; Leslie Wexner
1919,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22,Jeffrey Epstein; Ghislaine Maxwell; Leslie Wexner
1919,\b[jJ]ane\s+[dD]oe\b,Jane Doe,er MR. YAR EMA : Object to the form. A Fifth. Q Do you know Jane Doe-102 A Fifth. Q Are you aware of Jeffrey Epstein and 1 2 3 4,Jeffrey Epstein; Ghislaine Maxwell; Leslie Wexner
1920,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,Jeffrey Epstein; Ghislaine Maxwell; Alan Dershowitz
1920,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 1,Jeffrey Epstein; Ghislaine Maxwell; Alan Dershowitz
1920,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22,Jeffrey Epstein; Ghislaine Maxwell; Alan Dershowitz
1923,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"lorida 33160 I C.M.A., Case No: 08-CV-80811 14 Attorney for Jane Doe 2, 3, 4, 5, Plaintiff, 6, and 7. Vs 15 JEFFREY EPSTEIN, 16",Jeffrey Epstein
1923,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"d Plaintiff, 19 Fort Lauderdale, Florida 33301 Attorney for Jane Doe and E.W. Vs 20 And L.M. 21 JEFFREY EPSTEIN , PODHURST ORSEC",Jeffrey Epstein
1923,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Street I 23 Suite 800 Miami, Florida 33130 24 Attorney for Jane Doe 101 and 102. 25 Page 3 JANE DOE NO. 11, Case No: 08-CV-8046",Jeffrey Epstein
1931,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"........................................................ 30 Jane Doe 1 v. United States, No. 9:08-cv-80736 S.D. Fla. July 7, 200",
1940,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"shing Entity StatementURL January 2, 2015 Internet Ross Gow Jane Doe 3 is Virginia Roberts - so not a new individual. The allega",Ghislaine Maxwell; Alan Dershowitz
1944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,if and when she becomes aware of any additional crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-,
1944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,n she becomes aware of any additional crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP D,
1944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,es aware of any additional crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132,
1944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,any additional crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed,
1944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,onal crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed 010524 Page,
1945,\b[jJ]ane\s+[dD]oe\b,Jane Doe,if and when she becomes aware of any additional crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1945,\b[jJ]ane\s+[dD]oe\b,Jane Doe,n she becomes aware of any additional crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ca,
1945,\b[jJ]ane\s+[dD]oe\b,Jane Doe,es aware of any additional crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-,
1945,\b[jJ]ane\s+[dD]oe\b,Jane Doe,any additional crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP D,
1945,\b[jJ]ane\s+[dD]oe\b,Jane Doe,onal crossover. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132,
1945,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ver. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed,
1945,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed 010524 Page,
1946,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"pital, x Ms. Judith Lightfoot, x Royal Oaks Medical Center, Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja",
1946,\b[jJ]ane\s+[dD]oe\b,Jane Doe,". Judith Lightfoot, x Royal Oaks Medical Center, Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja",
1946,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ghtfoot, x Royal Oaks Medical Center, Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja",
1946,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Royal Oaks Medical Center, Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ca",
1946,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Medical Center, Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-",
1946,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ter, Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP D",
1946,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132,
1946,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed,
1946,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed 010524 Page,
1947,\b[jJ]ane\s+[dD]oe\b,Jane Doe,est of her knowledge. She had previously listed both names. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1947,\b[jJ]ane\s+[dD]oe\b,Jane Doe,knowledge. She had previously listed both names. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1947,\b[jJ]ane\s+[dD]oe\b,Jane Doe,She had previously listed both names. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 -,
1947,\b[jJ]ane\s+[dD]oe\b,Jane Doe,viously listed both names. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-c,
1947,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ted both names. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP,
1947,\b[jJ]ane\s+[dD]oe\b,Jane Doe,mes. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1,
1947,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1328-18 File,
1947,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1328-18 Filed 010524 Pa,
1948,\b[jJ]ane\s+[dD]oe\b,Jane Doe,-- THE COURT: Im sorry. Excuse me. Go ahead. MS. MENNINGER: Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed 010524 Page,
1949,\b[jJ]ane\s+[dD]oe\b,Jane Doe,at physician is specialist or works within a certain field. Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed 010524 Page,
1950,\b[jJ]ane\s+[dD]oe\b,Jane Doe,e blanche access to all medical records. See Sgambellone v. Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed,
1950,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ccess to all medical records. See Sgambellone v. Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-18 Filed 010524 Page,
1964,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"e U.S. District Court for the Southern District of Florida, Jane Doe I and Jane Doe 2 v. United States of America, 08-cv-80736-K",Jeffrey Epstein; Ghislaine Maxwell
1964,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Court for the Southern District of Florida, Jane Doe I and Jane Doe 2 v. United States of America, 08-cv-80736-KAM, as the high",Jeffrey Epstein; Ghislaine Maxwell
1970,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"s. Giuffres attorneys and any witness in the case captioned Jane Doe #1 and Jane Doe #2 v. United States, Case no. 08-cv90736-KA",Jeffrey Epstein
1970,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"rneys and any witness in the case captioned Jane Doe #1 and Jane Doe #2 v. United States, Case no. 08-cv90736-KAM, in the United",Jeffrey Epstein
1970,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Victims Rights Act CVRA, 18 U.S.C. 3771. Filed on behalf of Jane Doe 1 and later Jane Doe 2 the CVRA action alleged that federal",Jeffrey Epstein
1970,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"RA, 18 U.S.C. 3771. Filed on behalf of Jane Doe 1 and later Jane Doe 2 the CVRA action alleged that federal government had faile",Jeffrey Epstein
1970,\b[jJ]ane\s+[dD]oe\b,Jane Doe,that federal government had failed to protect the rights of Jane Doe 1 and other-situated victims of sex crimes committed by Jef,Jeffrey Epstein
1970,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"a politically-connected billionaire. See Complaint filed in Jane Doe 1 v. United States, No. 9:08-cv-80736, DE 1 S.D. Fla. July",Jeffrey Epstein
1971,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"cause Ms. Giuffres attorneys represent not only Ms. Giuffre Jane Doe 3 in the CVRA matter, but also Jane Doe 1, Jane Doe 2, and",Jeffrey Epstein
1971,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ot only Ms. Giuffre Jane Doe 3 in the CVRA matter, but also Jane Doe 1, Jane Doe 2, and Jane Doe 4. Any communications between t",Jeffrey Epstein
1971,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Giuffre Jane Doe 3 in the CVRA matter, but also Jane Doe 1, Jane Doe 2, and Jane Doe 4. Any communications between the four Jane",Jeffrey Epstein
1971,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"3 in the CVRA matter, but also Jane Doe 1, Jane Doe 2, and Jane Doe 4. Any communications between the four Jane Does, via Ms. G",Jeffrey Epstein
1973,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"CVRA case, Dershowitz took the airwaves to attack not only Jane Doe 3s allegations against him, but also Cassell and Edwards de",
1988,\bredacted\b,redacted,"GM0078400801. Consistent with Florida law, the records were redacted by the Palm Beach County Sheriffs Office for the identities",Jeffrey Epstein; Ghislaine Maxwell
1989,\bredacted\b,redacted,"M00755-00775. Consistent with Florida law, the records were redacted for the identity and identifying information as pertains to",Jeffrey Epstein
1992,\bredacted\b,redacted,"rida open-records laws. Here, the defense obtained identity-redacted copies of the police reports and disclosed them to Plaintif",
1993,\bredacted\b,redacted,ffice did not violate section 119.071 by producing identity-redacted copies of police reports concerning Plaintiff. Florida Stat,
1993,\bredacted\b,redacted,"ntifying information in the police reports in this case was redacted, and therefore was not communicated to anyone. No name, add",
1994,\bredacted\b,redacted,"an adult and her request for civil assist as an adult were redacted consistent with Florida law. Indeed, both reports wherein s",
1994,\bredacted\b,redacted,h a checklist demonstrating that the law enforcement agency redacted the reports consistent with Florida law. The Florida law pr,
1994,\bredacted\b,redacted,"the police reports produced by Defendant were all identity-redacted. See Menninger Decl., Ex. C and B GM00755 and 00784. 3 A vi",
1996,\bredacted\b,redacted,"of sexual misconduct, with the names of the alleged victims redacted. If Plaintiff truly believes that police reports with redac",Jeffrey Epstein
1996,\bredacted\b,redacted,"acted. If Plaintiff truly believes that police reports with redacted identifying information such as these are confidential, why",Jeffrey Epstein
1996,\bredacted\b,redacted,rom publicity than is Plaintiff. Her position that identity-redacted police reports should be kept Confidential is belied by her,Jeffrey Epstein
2083,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"venue New York, NY 10018 212-556-1917 CONFIDENTIAL GM_01141 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP D",Jeffrey Epstein; Ghislaine Maxwell
2083,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ork, NY 10018 212-556-1917 CONFIDENTIAL GM_01141 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132",Jeffrey Epstein; Ghislaine Maxwell
2083,\b[jJ]ane\s+[dD]oe\b,Jane Doe,18 212-556-1917 CONFIDENTIAL GM_01141 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-27 Filed,Jeffrey Epstein; Ghislaine Maxwell
2083,\b[jJ]ane\s+[dD]oe\b,Jane Doe,1917 CONFIDENTIAL GM_01141 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-27 Filed 010524 Page,Jeffrey Epstein; Ghislaine Maxwell
2084,\b[jJ]ane\s+[dD]oe\b,Jane Doe,vironment before printing this email. CONFIDENTIAL GM_01142 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132,
2084,\b[jJ]ane\s+[dD]oe\b,Jane Doe,efore printing this email. CONFIDENTIAL GM_01142 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-27 Filed,
2084,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ing this email. CONFIDENTIAL GM_01142 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1328-27 Filed 010524 Page,
2120,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"24 She never claimed, , that Ms. Maxwell 25 paid her, right Jane Doe Case 1:15-cv-07433-LAP Document 1328-2 Filed 010524 Page 8",Ghislaine Maxwell
